Age,Country,Gender,Region,Total or Difference,Year,Literacy rate,Number of Records
25-64,Sri Lanka,male,Central and Southern Asia,Total,2017,92.67%,1
25-64,Sri Lanka,total,Central and Southern Asia,Total,2017,92.38%,1
65+,Sri Lanka,female,Central and Southern Asia,Total,2017,75.44%,1
65+,Sri Lanka,male,Central and Southern Asia,Total,2017,86.45%,1
65+,Sri Lanka,total,Central and Southern Asia,Total,2017,80.32%,1
15+,Tajikistan,female,Central and Southern Asia,Total,2014,99.70%,1
15+,Tajikistan,male,Central and Southern Asia,Total,2014,99.82%,1
15+,Tajikistan,total,Central and Southern Asia,Total,2014,99.80%,1
15-24,Tajikistan,female,Central and Southern Asia,Total,2014,99.90%,1
15-24,Tajikistan,male,Central and Southern Asia,Total,2014,99.86%,1
15-24,Tajikistan,total,Central and Southern Asia,Total,2014,99.90%,1
25-64,Tajikistan,female,Central and Southern Asia,Total,2014,99.80%,1
25-64,Tajikistan,male,Central and Southern Asia,Total,2014,99.85%,1
25-64,Tajikistan,total,Central and Southern Asia,Total,2014,99.80%,1
65+,Tajikistan,female,Central and Southern Asia,Total,2014,97.10%,1
65+,Tajikistan,male,Central and Southern Asia,Total,2014,99.20%,1
65+,Tajikistan,total,Central and Southern Asia,Total,2014,98.10%,1
15+,Turkmenistan,female,Central and Southern Asia,Total,2014,99.60%,1
15+,Turkmenistan,male,Central and Southern Asia,Total,2014,99.75%,1
15+,Turkmenistan,total,Central and Southern Asia,Total,2014,99.70%,1
15-24,Turkmenistan,female,Central and Southern Asia,Total,2014,99.90%,1
15-24,Turkmenistan,male,Central and Southern Asia,Total,2014,99.77%,1
15-24,Turkmenistan,total,Central and Southern Asia,Total,2014,99.80%,1
25-64,Turkmenistan,female,Central and Southern Asia,Total,2014,99.80%,1
25-64,Turkmenistan,male,Central and Southern Asia,Total,2014,99.81%,1
25-64,Turkmenistan,total,Central and Southern Asia,Total,2014,99.80%,1
65+,Turkmenistan,female,Central and Southern Asia,Total,2014,96.80%,1
65+,Turkmenistan,male,Central and Southern Asia,Total,2014,98.87%,1
65+,Turkmenistan,total,Central and Southern Asia,Total,2014,97.60%,1
15+,Uzbekistan,female,Central and Southern Asia,Total,2013,100.00%,1
15+,Uzbekistan,male,Central and Southern Asia,Total,2013,99.99%,1
15+,Uzbekistan,total,Central and Southern Asia,Total,2013,99.99%,1
15-24,Uzbekistan,female,Central and Southern Asia,Total,2013,100.00%,1
15-24,Uzbekistan,male,Central and Southern Asia,Total,2013,100.00%,1
15-24,Uzbekistan,total,Central and Southern Asia,Total,2013,100.00%,1
25-64,Uzbekistan,female,Central and Southern Asia,Total,2013,100.00%,1
25-64,Uzbekistan,male,Central and Southern Asia,Total,2013,100.00%,1
25-64,Uzbekistan,total,Central and Southern Asia,Total,2013,100.00%,1
65+,Uzbekistan,female,Central and Southern Asia,Total,2013,99.93%,1
65+,Uzbekistan,male,Central and Southern Asia,Total,2013,99.88%,1
65+,Uzbekistan,total,Central and Southern Asia,Total,2013,99.91%,1
15+,Uzbekistan,female,Central and Southern Asia,Total,2014,99.98%,1
15+,Uzbekistan,male,Central and Southern Asia,Total,2014,99.99%,1
15+,Uzbekistan,total,Central and Southern Asia,Total,2014,99.98%,1
15-24,Uzbekistan,female,Central and Southern Asia,Total,2014,100.00%,1
15-24,Uzbekistan,male,Central and Southern Asia,Total,2014,100.00%,1
15-24,Uzbekistan,total,Central and Southern Asia,Total,2014,100.00%,1
25-64,Uzbekistan,female,Central and Southern Asia,Total,2014,100.00%,1
25-64,Uzbekistan,male,Central and Southern Asia,Total,2014,100.00%,1
25-64,Uzbekistan,total,Central and Southern Asia,Total,2014,100.00%,1
65+,Uzbekistan,female,Central and Southern Asia,Total,2014,99.62%,1
65+,Uzbekistan,male,Central and Southern Asia,Total,2014,99.71%,1
65+,Uzbekistan,total,Central and Southern Asia,Total,2014,99.66%,1
15+,Uzbekistan,female,Central and Southern Asia,Total,2015,99.98%,1
15+,Uzbekistan,male,Central and Southern Asia,Total,2015,99.99%,1
15+,Uzbekistan,total,Central and Southern Asia,Total,2015,99.98%,1
15-24,Uzbekistan,female,Central and Southern Asia,Total,2015,100.00%,1
15-24,Uzbekistan,male,Central and Southern Asia,Total,2015,100.00%,1
15-24,Uzbekistan,total,Central and Southern Asia,Total,2015,100.00%,1
25-64,Uzbekistan,female,Central and Southern Asia,Total,2015,100.00%,1
25-64,Uzbekistan,male,Central and Southern Asia,Total,2015,100.00%,1
25-64,Uzbekistan,total,Central and Southern Asia,Total,2015,100.00%,1
65+,Uzbekistan,female,Central and Southern Asia,Total,2015,99.63%,1
65+,Uzbekistan,male,Central and Southern Asia,Total,2015,99.85%,1
65+,Uzbekistan,total,Central and Southern Asia,Total,2015,99.72%,1
15+,Uzbekistan,female,Central and Southern Asia,Total,2016,99.98%,1
15+,Uzbekistan,male,Central and Southern Asia,Total,2016,99.99%,1
15+,Uzbekistan,total,Central and Southern Asia,Total,2016,99.99%,1
15-24,Uzbekistan,female,Central and Southern Asia,Total,2016,100.00%,1
15-24,Uzbekistan,male,Central and Southern Asia,Total,2016,100.00%,1
15-24,Uzbekistan,total,Central and Southern Asia,Total,2016,100.00%,1
25-64,Uzbekistan,female,Central and Southern Asia,Total,2016,100.00%,1
25-64,Uzbekistan,male,Central and Southern Asia,Total,2016,100.00%,1
25-64,Uzbekistan,total,Central and Southern Asia,Total,2016,100.00%,1
65+,Uzbekistan,female,Central and Southern Asia,Total,2016,99.67%,1
65+,Uzbekistan,male,Central and Southern Asia,Total,2016,99.90%,1
65+,Uzbekistan,total,Central and Southern Asia,Total,2016,99.77%,1
15+,Brunei Darussalam,female,Eastern and South-Eastern Asia,Total,2011,94.65%,1
15+,Brunei Darussalam,male,Eastern and South-Eastern Asia,Total,2011,97.43%,1
15+,Brunei Darussalam,total,Eastern and South-Eastern Asia,Total,2011,96.09%,1
15-24,Brunei Darussalam,female,Eastern and South-Eastern Asia,Total,2011,99.55%,1
15-24,Brunei Darussalam,male,Eastern and South-Eastern Asia,Total,2011,99.20%,1
15-24,Brunei Darussalam,total,Eastern and South-Eastern Asia,Total,2011,99.37%,1
25-64,Brunei Darussalam,female,Eastern and South-Eastern Asia,Total,2011,96.58%,1
25-64,Brunei Darussalam,male,Eastern and South-Eastern Asia,Total,2011,97.84%,1
25-64,Brunei Darussalam,total,Eastern and South-Eastern Asia,Total,2011,97.23%,1
65+,Brunei Darussalam,female,Eastern and South-Eastern Asia,Total,2011,43.76%,1
65+,Brunei Darussalam,male,Eastern and South-Eastern Asia,Total,2011,80.82%,1
65+,Brunei Darussalam,total,Eastern and South-Eastern Asia,Total,2011,61.65%,1
15+,Brunei Darussalam,female,Eastern and South-Eastern Asia,Total,2018,96.30%,1
15+,Brunei Darussalam,male,Eastern and South-Eastern Asia,Total,2018,98.05%,1
15+,Brunei Darussalam,total,Eastern and South-Eastern Asia,Total,2018,97.21%,1
15-24,Brunei Darussalam,female,Eastern and South-Eastern Asia,Total,2018,99.79%,1
15-24,Brunei Darussalam,male,Eastern and South-Eastern Asia,Total,2018,99.64%,1
15-24,Brunei Darussalam,total,Eastern and South-Eastern Asia,Total,2018,99.71%,1
25-64,Brunei Darussalam,female,Eastern and South-Eastern Asia,Total,2018,98.06%,1
25-64,Brunei Darussalam,male,Eastern and South-Eastern Asia,Total,2018,98.22%,1
25-64,Brunei Darussalam,total,Eastern and South-Eastern Asia,Total,2018,98.15%,1
65+,Brunei Darussalam,female,Eastern and South-Eastern Asia,Total,2018,66.77%,1
65+,Brunei Darussalam,male,Eastern and South-Eastern Asia,Total,2018,90.30%,1
65+,Brunei Darussalam,total,Eastern and South-Eastern Asia,Total,2018,78.22%,1
15+,Cambodia,female,Eastern and South-Eastern Asia,Total,2014,71.78%,1
15+,Cambodia,male,Eastern and South-Eastern Asia,Total,2014,84.81%,1
15+,Cambodia,total,Eastern and South-Eastern Asia,Total,2014,78.06%,1
15-24,Cambodia,female,Eastern and South-Eastern Asia,Total,2014,90.37%,1
15-24,Cambodia,male,Eastern and South-Eastern Asia,Total,2014,89.92%,1
15-24,Cambodia,total,Eastern and South-Eastern Asia,Total,2014,90.14%,1
25-64,Cambodia,female,Eastern and South-Eastern Asia,Total,2014,68.17%,1
25-64,Cambodia,male,Eastern and South-Eastern Asia,Total,2014,83.04%,1
25-64,Cambodia,total,Eastern and South-Eastern Asia,Total,2014,75.19%,1
65+,Cambodia,female,Eastern and South-Eastern Asia,Total,2014,28.41%,1
65+,Cambodia,male,Eastern and South-Eastern Asia,Total,2014,73.05%,1
65+,Cambodia,total,Eastern and South-Eastern Asia,Total,2014,46.57%,1
15+,Cambodia,female,Eastern and South-Eastern Asia,Total,2015,75.03%,1
15+,Cambodia,male,Eastern and South-Eastern Asia,Total,2015,86.53%,1
15+,Cambodia,total,Eastern and South-Eastern Asia,Total,2015,80.53%,1
15-24,Cambodia,female,Eastern and South-Eastern Asia,Total,2015,92.57%,1
15-24,Cambodia,male,Eastern and South-Eastern Asia,Total,2015,91.86%,1
15-24,Cambodia,total,Eastern and South-Eastern Asia,Total,2015,92.21%,1
25-64,Cambodia,female,Eastern and South-Eastern Asia,Total,2015,71.92%,1
25-64,Cambodia,male,Eastern and South-Eastern Asia,Total,2015,84.65%,1
25-64,Cambodia,total,Eastern and South-Eastern Asia,Total,2015,77.91%,1
65+,Cambodia,female,Eastern and South-Eastern Asia,Total,2015,36.86%,1
65+,Cambodia,male,Eastern and South-Eastern Asia,Total,2015,76.89%,1
65+,Cambodia,total,Eastern and South-Eastern Asia,Total,2015,53.08%,1
15+,China,female,Eastern and South-Eastern Asia,Total,2010,92.71%,1
15+,China,male,Eastern and South-Eastern Asia,Total,2010,97.48%,1
15+,China,total,Eastern and South-Eastern Asia,Total,2010,95.12%,1
15-24,China,female,Eastern and South-Eastern Asia,Total,2010,99.59%,1
15-24,China,male,Eastern and South-Eastern Asia,Total,2010,99.69%,1
15-24,China,total,Eastern and South-Eastern Asia,Total,2010,99.64%,1
25-64,China,female,Eastern and South-Eastern Asia,Total,2010,95.61%,1
25-64,China,male,Eastern and South-Eastern Asia,Total,2010,98.50%,1
25-64,China,total,Eastern and South-Eastern Asia,Total,2010,97.08%,1
65+,China,female,Eastern and South-Eastern Asia,Total,2010,62.64%,1
65+,China,male,Eastern and South-Eastern Asia,Total,2010,86.06%,1
65+,China,total,Eastern and South-Eastern Asia,Total,2010,73.91%,1
15+,China,female,Eastern and South-Eastern Asia,Total,2018,95.16%,1
15+,China,male,Eastern and South-Eastern Asia,Total,2018,98.47%,1
15+,China,total,Eastern and South-Eastern Asia,Total,2018,96.84%,1
15-24,China,female,Eastern and South-Eastern Asia,Total,2018,99.78%,1
15-24,China,male,Eastern and South-Eastern Asia,Total,2018,99.78%,1
15-24,China,total,Eastern and South-Eastern Asia,Total,2018,99.78%,1
25-64,China,female,Eastern and South-Eastern Asia,Total,2018,97.69%,1
25-64,China,male,Eastern and South-Eastern Asia,Total,2018,99.14%,1
25-64,China,total,Eastern and South-Eastern Asia,Total,2018,98.43%,1
65+,China,female,Eastern and South-Eastern Asia,Total,2018,77.97%,1
65+,China,male,Eastern and South-Eastern Asia,Total,2018,92.83%,1
65+,China,total,Eastern and South-Eastern Asia,Total,2018,84.95%,1
15+,"China, Macao Special Administrative Region",female,Eastern and South-Eastern Asia,Total,2011,93.73%,1
15+,"China, Macao Special Administrative Region",male,Eastern and South-Eastern Asia,Total,2011,97.75%,1
15+,"China, Macao Special Administrative Region",total,Eastern and South-Eastern Asia,Total,2011,95.64%,1
15-24,"China, Macao Special Administrative Region",female,Eastern and South-Eastern Asia,Total,2011,99.69%,1
15-24,"China, Macao Special Administrative Region",male,Eastern and South-Eastern Asia,Total,2011,99.65%,1
15-24,"China, Macao Special Administrative Region",total,Eastern and South-Eastern Asia,Total,2011,99.67%,1
25-64,"China, Macao Special Administrative Region",female,Eastern and South-Eastern Asia,Total,2011,96.22%,1
25-64,"China, Macao Special Administrative Region",male,Eastern and South-Eastern Asia,Total,2011,98.22%,1
25-64,"China, Macao Special Administrative Region",total,Eastern and South-Eastern Asia,Total,2011,97.17%,1
65+,"China, Macao Special Administrative Region",female,Eastern and South-Eastern Asia,Total,2011,59.73%,1
65+,"China, Macao Special Administrative Region",male,Eastern and South-Eastern Asia,Total,2011,88.47%,1
65+,"China, Macao Special Administrative Region",total,Eastern and South-Eastern Asia,Total,2011,72.63%,1
15+,"China, Macao Special Administrative Region",female,Eastern and South-Eastern Asia,Total,2016,95.03%,1
15+,"China, Macao Special Administrative Region",male,Eastern and South-Eastern Asia,Total,2016,98.19%,1
15+,"China, Macao Special Administrative Region",total,Eastern and South-Eastern Asia,Total,2016,96.54%,1
15-24,"China, Macao Special Administrative Region",female,Eastern and South-Eastern Asia,Total,2016,99.87%,1
15-24,"China, Macao Special Administrative Region",male,Eastern and South-Eastern Asia,Total,2016,99.73%,1
15-24,"China, Macao Special Administrative Region",total,Eastern and South-Eastern Asia,Total,2016,99.80%,1
25-64,"China, Macao Special Administrative Region",female,Eastern and South-Eastern Asia,Total,2016,97.28%,1
25-64,"China, Macao Special Administrative Region",male,Eastern and South-Eastern Asia,Total,2016,98.82%,1
25-64,"China, Macao Special Administrative Region",total,Eastern and South-Eastern Asia,Total,2016,98.02%,1
65+,"China, Macao Special Administrative Region",female,Eastern and South-Eastern Asia,Total,2016,72.06%,1
65+,"China, Macao Special Administrative Region",male,Eastern and South-Eastern Asia,Total,2016,91.33%,1
65+,"China, Macao Special Administrative Region",total,Eastern and South-Eastern Asia,Total,2016,81.20%,1
15+,Indonesia,female,Eastern and South-Eastern Asia,Total,2011,90.07%,1
15+,Indonesia,male,Eastern and South-Eastern Asia,Total,2011,95.59%,1
15+,Indonesia,total,Eastern and South-Eastern Asia,Total,2011,92.81%,1
15-24,Indonesia,female,Eastern and South-Eastern Asia,Total,2011,98.75%,1
15-24,Indonesia,male,Eastern and South-Eastern Asia,Total,2011,98.80%,1
15-24,Indonesia,total,Eastern and South-Eastern Asia,Total,2011,98.78%,1
25-64,Indonesia,female,Eastern and South-Eastern Asia,Total,2011,91.34%,1
25-64,Indonesia,male,Eastern and South-Eastern Asia,Total,2011,95.97%,1
25-64,Indonesia,total,Eastern and South-Eastern Asia,Total,2011,93.65%,1
65+,Indonesia,female,Eastern and South-Eastern Asia,Total,2011,52.11%,1
65+,Indonesia,male,Eastern and South-Eastern Asia,Total,2011,79.27%,1
65+,Indonesia,total,Eastern and South-Eastern Asia,Total,2011,64.33%,1
15+,Indonesia,female,Eastern and South-Eastern Asia,Total,2014,93.45%,1
15+,Indonesia,male,Eastern and South-Eastern Asia,Total,2014,96.79%,1
15+,Indonesia,total,Eastern and South-Eastern Asia,Total,2014,95.12%,1
15-24,Indonesia,female,Eastern and South-Eastern Asia,Total,2014,99.68%,1
15-24,Indonesia,male,Eastern and South-Eastern Asia,Total,2014,99.68%,1
15-24,Indonesia,total,Eastern and South-Eastern Asia,Total,2014,99.68%,1
25-64,Indonesia,female,Eastern and South-Eastern Asia,Total,2014,94.32%,1
25-64,Indonesia,male,Eastern and South-Eastern Asia,Total,2014,97.61%,1
25-64,Indonesia,total,Eastern and South-Eastern Asia,Total,2014,95.97%,1
65+,Indonesia,female,Eastern and South-Eastern Asia,Total,2014,67.80%,1
65+,Indonesia,male,Eastern and South-Eastern Asia,Total,2014,76.81%,1
65+,Indonesia,total,Eastern and South-Eastern Asia,Total,2014,71.81%,1
15+,Indonesia,female,Eastern and South-Eastern Asia,Total,2015,93.34%,1
15+,Indonesia,male,Eastern and South-Eastern Asia,Total,2015,97.11%,1
15+,Indonesia,total,Eastern and South-Eastern Asia,Total,2015,95.22%,1
15-24,Indonesia,female,Eastern and South-Eastern Asia,Total,2015,99.64%,1
15-24,Indonesia,male,Eastern and South-Eastern Asia,Total,2015,99.70%,1
15-24,Indonesia,total,Eastern and South-Eastern Asia,Total,2015,99.67%,1
25-64,Indonesia,female,Eastern and South-Eastern Asia,Total,2015,95.27%,1
25-64,Indonesia,male,Eastern and South-Eastern Asia,Total,2015,97.68%,1
25-64,Indonesia,total,Eastern and South-Eastern Asia,Total,2015,96.48%,1
65+,Indonesia,female,Eastern and South-Eastern Asia,Total,2015,58.86%,1
65+,Indonesia,male,Eastern and South-Eastern Asia,Total,2015,81.75%,1
65+,Indonesia,total,Eastern and South-Eastern Asia,Total,2015,69.17%,1
15+,Indonesia,female,Eastern and South-Eastern Asia,Total,2016,93.59%,1
15+,Indonesia,male,Eastern and South-Eastern Asia,Total,2016,97.17%,1
15+,Indonesia,total,Eastern and South-Eastern Asia,Total,2016,95.38%,1
15-24,Indonesia,female,Eastern and South-Eastern Asia,Total,2016,99.65%,1
15-24,Indonesia,male,Eastern and South-Eastern Asia,Total,2016,99.68%,1
15-24,Indonesia,total,Eastern and South-Eastern Asia,Total,2016,99.67%,1
25-64,Indonesia,female,Eastern and South-Eastern Asia,Total,2016,95.57%,1
25-64,Indonesia,male,Eastern and South-Eastern Asia,Total,2016,97.82%,1
25-64,Indonesia,total,Eastern and South-Eastern Asia,Total,2016,96.70%,1
65+,Indonesia,female,Eastern and South-Eastern Asia,Total,2016,60.20%,1
65+,Indonesia,male,Eastern and South-Eastern Asia,Total,2016,81.95%,1
65+,Indonesia,total,Eastern and South-Eastern Asia,Total,2016,70.06%,1
15+,Indonesia,female,Eastern and South-Eastern Asia,Total,2018,93.99%,1
15+,Indonesia,male,Eastern and South-Eastern Asia,Total,2018,97.33%,1
15+,Indonesia,total,Eastern and South-Eastern Asia,Total,2018,95.66%,1
15-24,Indonesia,female,Eastern and South-Eastern Asia,Total,2018,99.70%,1
15-24,Indonesia,male,Eastern and South-Eastern Asia,Total,2018,99.72%,1
15-24,Indonesia,total,Eastern and South-Eastern Asia,Total,2018,99.71%,1
25-64,Indonesia,female,Eastern and South-Eastern Asia,Total,2018,95.66%,1
25-64,Indonesia,male,Eastern and South-Eastern Asia,Total,2018,97.87%,1
25-64,Indonesia,total,Eastern and South-Eastern Asia,Total,2018,96.76%,1
65+,Indonesia,female,Eastern and South-Eastern Asia,Total,2018,65.59%,1
65+,Indonesia,male,Eastern and South-Eastern Asia,Total,2018,84.61%,1
65+,Indonesia,total,Eastern and South-Eastern Asia,Total,2018,74.34%,1
15+,Lao People's Democratic Republic,female,Eastern and South-Eastern Asia,Total,2011,49.72%,1
15+,Lao People's Democratic Republic,male,Eastern and South-Eastern Asia,Total,2011,67.36%,1
